STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,landcover,Land cover,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL33,Zuid-Holland (NUTS 2021),2015,,21.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL33,Zuid-Holland (NUTS 2021),2018,,23.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL34,Zeeland,2009,,6.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL34,Zeeland,2012,,6.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL34,Zeeland,2015,,7.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL34,Zeeland,2018,,10.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL4,Zuid-Nederland,2009,,14.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL4,Zuid-Nederland,2012,,15.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL4,Zuid-Nederland,2015,,16,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL4,Zuid-Nederland,2018,,17.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL41,Noord-Brabant,2009,,15.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL41,Noord-Brabant,2012,,15.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL41,Noord-Brabant,2015,,16.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL41,Noord-Brabant,2018,,17.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL42,Limburg (NL),2009,,13.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL42,Limburg (NL),2012,,14.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL42,Limburg (NL),2015,,15.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,NL42,Limburg (NL),2018,,17.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL,Poland,2009,,3.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL,Poland,2012,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL,Poland,2015,,3.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL,Poland,2018,,3.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL1,Region Centralny (NUTS 2013),2009,,4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL1,Region Centralny (NUTS 2013),2012,,4.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL1,Region Centralny (NUTS 2013),2015,,4.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL11,Lódzkie (NUTS 2013),2009,,4.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL11,Lódzkie (NUTS 2013),2012,,4.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL11,Lódzkie (NUTS 2013),2015,,5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL12,Mazowieckie (NUTS 2013),2009,,3.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL12,Mazowieckie (NUTS 2013),2012,,3.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL12,Mazowieckie (NUTS 2013),2015,,3.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL2,Makroregion południowy,2009,,6.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL2,Makroregion południowy,2012,,6.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL2,Makroregion południowy,2015,,6.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL2,Makroregion południowy,2018,,5.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL21,Małopolskie,2009,,4.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL21,Małopolskie,2012,,4.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL21,Małopolskie,2015,,4.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL21,Małopolskie,2018,,4.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL22,Śląskie,2009,,8.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL22,Śląskie,2012,,8.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL22,Śląskie,2015,,8.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL22,Śląskie,2018,,8.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL3,Region Wschodni (NUTS 2013),2009,,2.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL3,Region Wschodni (NUTS 2013),2012,,2.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL3,Region Wschodni (NUTS 2013),2015,,3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL31,Lubelskie (NUTS 2013),2009,,2.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL31,Lubelskie (NUTS 2013),2012,,2.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL31,Lubelskie (NUTS 2013),2015,,2.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL32,Podkarpackie (NUTS 2013),2009,,3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL32,Podkarpackie (NUTS 2013),2012,,3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL32,Podkarpackie (NUTS 2013),2015,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL33,Swietokrzyskie (NUTS 2013),2009,,3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL33,Swietokrzyskie (NUTS 2013),2012,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL33,Swietokrzyskie (NUTS 2013),2015,,3.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL34,Podlaskie (NUTS 2013),2009,,2.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL34,Podlaskie (NUTS 2013),2012,,2.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL34,Podlaskie (NUTS 2013),2015,,2.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL4,Makroregion północno-zachodni,2009,,2.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL4,Makroregion północno-zachodni,2012,,2.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL4,Makroregion północno-zachodni,2015,,2.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL4,Makroregion północno-zachodni,2018,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL41,Wielkopolskie,2009,,3.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL41,Wielkopolskie,2012,,3.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL41,Wielkopolskie,2015,,3.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL41,Wielkopolskie,2018,,4.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL42,Zachodniopomorskie,2009,,1.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL42,Zachodniopomorskie,2012,,2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL42,Zachodniopomorskie,2015,,2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL42,Zachodniopomorskie,2018,,2.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL43,Lubuskie,2009,,2.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL43,Lubuskie,2012,,2.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL43,Lubuskie,2015,,2.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL43,Lubuskie,2018,,2.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL5,Makroregion południowo-zachodni,2009,,3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL5,Makroregion południowo-zachodni,2012,,3.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL5,Makroregion południowo-zachodni,2015,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL5,Makroregion południowo-zachodni,2018,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL51,Dolnośląskie,2009,,3.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL51,Dolnośląskie,2012,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL51,Dolnośląskie,2015,,3.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL51,Dolnośląskie,2018,,3.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL52,Opolskie,2009,,2.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL52,Opolskie,2012,,2.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL52,Opolskie,2015,,2.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL52,Opolskie,2018,,2.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL6,Makroregion północny,2009,,2.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL6,Makroregion północny,2012,,2.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL6,Makroregion północny,2015,,2.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL6,Makroregion północny,2018,,3.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL61,Kujawsko-pomorskie,2009,,2.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL61,Kujawsko-pomorskie,2012,,2.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL61,Kujawsko-pomorskie,2015,,2.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL61,Kujawsko-pomorskie,2018,,3.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL62,Warmińsko-mazurskie,2009,,2.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL62,Warmińsko-mazurskie,2012,,2.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL62,Warmińsko-mazurskie,2015,,2.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL62,Warmińsko-mazurskie,2018,,3.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL63,Pomorskie,2009,,2.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL63,Pomorskie,2012,,2.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL63,Pomorskie,2015,,2.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL63,Pomorskie,2018,,3.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL7,Makroregion centralny,2018,,4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL71,Łódzkie,2018,,4.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL72,Świętokrzyskie,2018,,3.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL8,Makroregion wschodni,2018,,2.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL81,Lubelskie,2018,,2.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL82,Podkarpackie,2018,,2.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL84,Podlaskie,2018,,3.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL9,Makroregion województwo mazowieckie,2018,,4.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL91,Warszawski stołeczny,2018,,9.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PL92,Mazowiecki regionalny,2018,,3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT,Portugal,2009,,5.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT,Portugal,2012,,5.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT,Portugal,2015,,5.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT,Portugal,2018,,6.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT1,Continente,2009,,5.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT1,Continente,2012,,5.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT1,Continente,2015,,5.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT1,Continente,2018,,6.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT11,Norte,2009,,6.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT11,Norte,2012,,6.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT11,Norte,2015,,7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT11,Norte,2018,,9.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT15,Algarve,2009,,5.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT15,Algarve,2012,,6.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT15,Algarve,2015,,6.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT15,Algarve,2018,,6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT16,Centro (PT) (NUTS 2021),2009,,5.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT16,Centro (PT) (NUTS 2021),2012,,5.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT16,Centro (PT) (NUTS 2021),2015,,6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,PC,Percentage,LCA,Artificial land,PT16,Centro (PT) (NUTS 2021),2018,,6.9,,,,,
