"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch"
"HU31","HU",2019,1.83,26.7,2389.24,"Balanced investment"
"HU32","HU",2019,1.73,26,2389.24,"Balanced investment"
"HU33","HU",2019,1.55,16.5,2389.24,"Balanced investment"
"IE04","IE",2017,1.88,25.9,3187.45,"Balanced investment"
"IE05","IE",2017,1.84,24,3187.45,"Balanced investment"
"IE06","IE",2017,1.7,20.2,3187.45,"Balanced investment"
"IE04","IE",2018,1.89,25.2,3219.07,"Balanced investment"
"IE05","IE",2018,1.85,22.6,3219.07,"Balanced investment"
"IE06","IE",2018,1.66,17.9,3219.07,"Balanced investment"
"IE04","IE",2019,1.87,26.4,3203.64,"Balanced investment"
"IE05","IE",2019,1.76,21,3203.64,"Balanced investment"
"IE06","IE",2019,1.64,17.4,3203.64,"Balanced investment"
"ITC1","IT",2017,1.34908,18.4,9268.79,"High investement, low fertility"
"ITC2","IT",2017,1.35592,17.2,9268.79,"High investement, low fertility"
"ITC3","IT",2017,1.29024,19,9268.79,"High investement, low fertility"
"ITC4","IT",2017,1.40535,16.9,9268.79,"High investement, low fertility"
"ITF1","IT",2017,1.25286,28.2,9268.79,"High investement, low fertility"
"ITF2","IT",2017,1.20144,35,9268.79,"High investement, low fertility"
"ITF3","IT",2017,1.36197,43,9268.79,"High investement, low fertility"
"ITF4","IT",2017,1.25093,36.7,9268.79,"High investement, low fertility"
"ITF5","IT",2017,1.20013,31.9,9268.79,"High investement, low fertility"
"ITF6","IT",2017,1.30506,43.9,9268.79,"High investement, low fertility"
"ITG1","IT",2017,1.37181,48.9,9268.79,"High investement, low fertility"
"ITG2","IT",2017,1.07838,37.2,9268.79,"High investement, low fertility"
"ITH1","IT",2017,1.74689,6.3,9268.79,"Balanced investment"
"ITH2","IT",2017,1.4863,17.1,9268.79,"High investement, low fertility"
"ITH3","IT",2017,1.36698,13,9268.79,"High investement, low fertility"
"ITH4","IT",2017,1.31574,13.1,9268.79,"High investement, low fertility"
"ITH5","IT",2017,1.36091,15,9268.79,"High investement, low fertility"
"ITI1","IT",2017,1.29473,17.4,9268.79,"High investement, low fertility"
"ITI2","IT",2017,1.25818,16.1,9268.79,"High investement, low fertility"
"ITI3","IT",2017,1.26097,20.9,9268.79,"High investement, low fertility"
"ITI4","IT",2017,1.30127,26.7,9268.79,"High investement, low fertility"
"ITC1","IT",2018,1.29684,18.4,9307.66,"High investement, low fertility"
"ITC2","IT",2018,1.38873,13.1,9307.66,"High investement, low fertility"
"ITC3","IT",2018,1.24387,18.1,9307.66,"High investement, low fertility"
"ITC4","IT",2018,1.36258,14.9,9307.66,"High investement, low fertility"
"ITF1","IT",2018,1.2048,25.8,9307.66,"High investement, low fertility"
"ITF2","IT",2018,1.10607,25,9307.66,"High investement, low fertility"
"ITF3","IT",2018,1.32915,48.9,9307.66,"High investement, low fertility"
"ITF4","IT",2018,1.23363,35.8,9307.66,"High investement, low fertility"
"ITF5","IT",2018,1.1411,35.2,9307.66,"High investement, low fertility"
"ITF6","IT",2018,1.2891,40.7,9307.66,"High investement, low fertility"
"ITG1","IT",2018,1.37221,49.5,9307.66,"High investement, low fertility"
"ITG2","IT",2018,1.03521,33.6,9307.66,"High investement, low fertility"
"ITH1","IT",2018,1.72907,12.7,9307.66,"Balanced investment"
"ITH2","IT",2018,1.4505,18.8,9307.66,"High investement, low fertility"
"ITH3","IT",2018,1.34451,13.2,9307.66,"High investement, low fertility"
"ITH4","IT",2018,1.28507,12.2,9307.66,"High investement, low fertility"
"ITH5","IT",2018,1.348,14,9307.66,"High investement, low fertility"
"ITI1","IT",2018,1.2608,17.9,9307.66,"High investement, low fertility"
"ITI2","IT",2018,1.22402,17,9307.66,"High investement, low fertility"
"ITI3","IT",2018,1.22736,16.1,9307.66,"High investement, low fertility"
"ITI4","IT",2018,1.25317,25.7,9307.66,"High investement, low fertility"
"ITC1","IT",2019,1.27,16.3,9688.19,"High investement, low fertility"
"ITC2","IT",2019,1.31,8.6,9688.19,"High investement, low fertility"
"ITC3","IT",2019,1.21,17.5,9688.19,"High investement, low fertility"
"ITC4","IT",2019,1.33,16.6,9688.19,"High investement, low fertility"
"ITF1","IT",2019,1.17,24.4,9688.19,"High investement, low fertility"
"ITF2","IT",2019,1.15,33.7,9688.19,"High investement, low fertility"
"ITF3","IT",2019,1.31,48.2,9688.19,"High investement, low fertility"
"ITF4","IT",2019,1.2,37,9688.19,"High investement, low fertility"
"ITF5","IT",2019,1.15,33,9688.19,"High investement, low fertility"
"ITF6","IT",2019,1.26,34.8,9688.19,"High investement, low fertility"
"ITG1","IT",2019,1.33,45.4,9688.19,"High investement, low fertility"
"ITG2","IT",2019,1,27.4,9688.19,"High investement, low fertility"
"ITH1","IT",2019,1.71,10.4,9688.19,"Balanced investment"
"ITH2","IT",2019,1.42,11.4,9688.19,"High investement, low fertility"
"ITH3","IT",2019,1.29,10.3,9688.19,"High investement, low fertility"
"ITH4","IT",2019,1.25,13.5,9688.19,"High investement, low fertility"
"ITH5","IT",2019,1.3,14,9688.19,"High investement, low fertility"
"ITI1","IT",2019,1.21,18.4,9688.19,"High investement, low fertility"
"ITI2","IT",2019,1.2,12.3,9688.19,"High investement, low fertility"
"ITI3","IT",2019,1.19,18.5,9688.19,"High investement, low fertility"
"ITI4","IT",2019,1.18,24.1,9688.19,"High investement, low fertility"
"LT01","LT",2017,1.49406,23.1,437.29,"High investement, low fertility"
"LT02","LT",2017,1.59857,32.4,437.29,"Balanced investment"
"LT01","LT",2018,1.48992,22.2,645.28,"High investement, low fertility"
"LT02","LT",2018,1.54059,31.1,645.28,"Balanced investment"
"LT01","LT",2019,1.35689,20.2,733.18,"High investement, low fertility"
"LT02","LT",2019,1.46291,27.6,733.18,"High investement, low fertility"
"NL11","NL",2017,1.45,21.8,6301.38,"High investement, low fertility"
"NL12","NL",2017,1.77,17.7,6301.38,"Balanced investment"
"NL13","NL",2017,1.77,16.8,6301.38,"Balanced investment"
"NL21","NL",2017,1.72,16.4,6301.38,"Balanced investment"
"NL22","NL",2017,1.7,15.2,6301.38,"Balanced investment"
"NL23","NL",2017,1.72,17.4,6301.38,"Balanced investment"
"NL31","NL",2017,1.68,14.9,6301.38,"Balanced investment"
"NL32","NL",2017,1.52,16.7,6301.38,"High investement, low fertility"
"NL33","NL",2017,1.64,19.3,6301.38,"Balanced investment"
"NL34","NL",2017,1.76,12.7,6301.38,"Balanced investment"
"NL41","NL",2017,1.61,14.1,6301.38,"Balanced investment"
"NL42","NL",2017,1.48,15.8,6301.38,"High investement, low fertility"
"NL11","NL",2018,1.39,22.1,6602.78,"High investement, low fertility"
"NL12","NL",2018,1.71,16.3,6602.78,"Balanced investment"
"NL13","NL",2018,1.68,14.8,6602.78,"Balanced investment"
"NL21","NL",2018,1.69,15.7,6602.78,"Balanced investment"
"NL22","NL",2018,1.66,15.2,6602.78,"Balanced investment"
"NL23","NL",2018,1.78,15.6,6602.78,"Balanced investment"
"NL31","NL",2018,1.63,13.5,6602.78,"Balanced investment"
"NL32","NL",2018,1.49,17.2,6602.78,"High investement, low fertility"
"NL33","NL",2018,1.61,19.6,6602.78,"Balanced investment"
"NL34","NL",2018,1.72,14,6602.78,"Balanced investment"
"NL41","NL",2018,1.58,13.4,6602.78,"Balanced investment"
"NL42","NL",2018,1.45,16.9,6602.78,"High investement, low fertility"
"NL11","NL",2019,1.41,23.9,7292.49,"High investement, low fertility"
"NL12","NL",2019,1.75,16.5,7292.49,"Balanced investment"
"NL13","NL",2019,1.73,14.7,7292.49,"Balanced investment"
"NL21","NL",2019,1.68,15.6,7292.49,"Balanced investment"
"NL22","NL",2019,1.65,14.6,7292.49,"Balanced investment"
"NL23","NL",2019,1.77,16.2,7292.49,"Balanced investment"
"NL31","NL",2019,1.62,15.1,7292.49,"Balanced investment"
"NL32","NL",2019,1.46,17,7292.49,"High investement, low fertility"
"NL33","NL",2019,1.6,19.4,7292.49,"Balanced investment"
"NL34","NL",2019,1.73,14.8,7292.49,"Balanced investment"
"NL41","NL",2019,1.55,13.8,7292.49,"Balanced investment"
"NL42","NL",2019,1.43,15.5,7292.49,"High investement, low fertility"
"NO01","NO",2017,1.54,15.6,10757.77,"Balanced investment"
"NO02","NO",2017,1.57,14.9,10757.77,"Balanced investment"
"NO03","NO",2017,1.6,12.7,10757.77,"Balanced investment"
"NO04","NO",2017,1.77,14.6,10757.77,"Balanced investment"
"NO05","NO",2017,1.7,17.2,10757.77,"Balanced investment"
"NO06","NO",2017,1.63,17.1,10757.77,"Balanced investment"
"NO07","NO",2017,1.59,17.1,10757.77,"Balanced investment"
"NO01","NO",2018,1.5,16.4,10684.16,"High investement, low fertility"
"NO02","NO",2018,1.51,15.1,10684.16,"High investement, low fertility"
"NO03","NO",2018,1.56,13.6,10684.16,"Balanced investment"
"NO04","NO",2018,1.68,17.5,10684.16,"Balanced investment"
"NO05","NO",2018,1.64,14.7,10684.16,"Balanced investment"
"NO06","NO",2018,1.53,15,10684.16,"Balanced investment"
"NO07","NO",2018,1.54,16.8,10684.16,"Balanced investment"
"NO01","NO",2019,1.47,16.2,10829.25,"High investement, low fertility"
"NO02","NO",2019,1.48,19.7,10829.25,"High investement, low fertility"
"NO03","NO",2019,1.53,14.5,10829.25,"Balanced investment"
"NO04","NO",2019,1.64,17.4,10829.25,"Balanced investment"
"NO05","NO",2019,1.6,13.2,10829.25,"Balanced investment"
"NO06","NO",2019,1.52,14.4,10829.25,"High investement, low fertility"
"NO07","NO",2019,1.49,16.2,10829.25,"High investement, low fertility"
"PL21","PL",2019,1.51,18.1,14428.95,"High investement, low fertility"
"PL22","PL",2019,1.38,13,14428.95,"High investement, low fertility"
"PL41","PL",2019,1.55,17.3,14428.95,"Balanced investment"
"PL42","PL",2019,1.32,16.5,14428.95,"High investement, low fertility"
"PL43","PL",2019,1.35,14.8,14428.95,"High investement, low fertility"
"PL51","PL",2019,1.38,14.1,14428.95,"High investement, low fertility"
"PL52","PL",2019,1.33,17.8,14428.95,"High investement, low fertility"
"PL61","PL",2019,1.39,22.2,14428.95,"High investement, low fertility"
"PL62","PL",2019,1.35,23.7,14428.95,"High investement, low fertility"
"PL63","PL",2019,1.62,15,14428.95,"Balanced investment"
"PL71","PL",2019,1.36,17.1,14428.95,"High investement, low fertility"
"PL72","PL",2019,1.26,20.3,14428.95,"High investement, low fertility"
"PL81","PL",2019,1.34,28.5,14428.95,"High investement, low fertility"
"PL82","PL",2019,1.38,22.1,14428.95,"High investement, low fertility"
"PL84","PL",2019,1.42,20.5,14428.95,"High investement, low fertility"
"PL91","PL",2019,1.6,12.9,14428.95,"Balanced investment"
"PL92","PL",2019,1.51,21.1,14428.95,"High investement, low fertility"
"PT11","PT",2018,1.27667,23,725.05,"High investement, low fertility"
"PT15","PT",2018,1.64886,23.2,725.05,"Balanced investment"
"PT16","PT",2018,1.34243,22.8,725.05,"High investement, low fertility"
"PT17","PT",2018,1.62063,16.5,725.05,"Balanced investment"
"PT18","PT",2018,1.50266,21.1,725.05,"High investement, low fertility"
"PT20","PT",2018,1.39402,36.5,725.05,"High investement, low fertility"
"PT30","PT",2018,1.30193,31.9,725.05,"High investement, low fertility"
"PT11","PT",2019,1.28793,22.3,784.57,"High investement, low fertility"
"PT15","PT",2019,1.67784,22.7,784.57,"Balanced investment"
"PT16","PT",2019,1.36295,20.5,784.57,"High investement, low fertility"
"PT17","PT",2019,1.62614,17.5,784.57,"Balanced investment"
"PT18","PT",2019,1.54728,21.6,784.57,"Balanced investment"
"PT20","PT",2019,1.35461,36.7,784.57,"High investement, low fertility"
"PT30","PT",2019,1.3177,32,784.57,"High investement, low fertility"
"RO11","RO",2017,1.7,35.6,2576.43,"Balanced investment"
"RO12","RO",2017,1.88,29.7,2576.43,"Balanced investment"
"RO21","RO",2017,2.16,49.6,2576.43,"Balanced investment"
"RO22","RO",2017,1.89,52.4,2576.43,"Balanced investment"
"RO31","RO",2017,1.74,50.2,2576.43,"Balanced investment"
"RO32","RO",2017,1.52,31.8,2576.43,"High investement, low fertility"
"RO41","RO",2017,1.63,52.5,2576.43,"Balanced investment"
"RO42","RO",2017,1.58,31.8,2576.43,"Balanced investment"
"RO11","RO",2018,1.69,28.8,2778.66,"Balanced investment"
"RO12","RO",2018,1.84,27.6,2778.66,"Balanced investment"
"RO21","RO",2018,2.09,49.9,2778.66,"Balanced investment"
"RO22","RO",2018,1.84,50.3,2778.66,"Balanced investment"
"RO31","RO",2018,1.74,45.6,2778.66,"Balanced investment"
"RO32","RO",2018,1.53,28.2,2778.66,"Balanced investment"
"RO41","RO",2018,1.66,47.4,2778.66,"Balanced investment"
"RO42","RO",2018,1.6,24.2,2778.66,"Balanced investment"
"RO11","RO",2019,1.69,23.4,3299.06,"Balanced investment"
"RO12","RO",2019,1.85,28.2,3299.06,"Balanced investment"
"RO21","RO",2019,2.14,49.2,3299.06,"Balanced investment"
"RO22","RO",2019,1.84,49.5,3299.06,"Balanced investment"
"RO31","RO",2019,1.76,43.1,3299.06,"Balanced investment"
"RO32","RO",2019,1.55,21.7,3299.06,"Balanced investment"
"RO41","RO",2019,1.64,42.2,3299.06,"Balanced investment"
"RO42","RO",2019,1.58,24,3299.06,"Balanced investment"
"SE11","SE",2017,1.71,14.1,13965.97,"Balanced investment"
"SE12","SE",2017,1.8,16.7,13965.97,"Balanced investment"
"SE21","SE",2017,1.91,14,13965.97,"Balanced investment"
"SE22","SE",2017,1.78,21.9,13965.97,"Balanced investment"
"SE23","SE",2017,1.76,18.2,13965.97,"Balanced investment"
"SE31","SE",2017,1.89,20.3,13965.97,"Balanced investment"
"SE32","SE",2017,1.9,16.7,13965.97,"Balanced investment"
"SE33","SE",2017,1.73,15.3,13965.97,"Balanced investment"
"SE11","SE",2018,1.66,13.6,14531.03,"Balanced investment"
"SE12","SE",2018,1.76,16.5,14531.03,"Balanced investment"
"SE21","SE",2018,1.88,16.9,14531.03,"Balanced investment"
"SE22","SE",2018,1.76,26.2,14531.03,"Balanced investment"
"SE23","SE",2018,1.74,16.6,14531.03,"Balanced investment"
"SE31","SE",2018,1.89,19.5,14531.03,"Balanced investment"
"SE32","SE",2018,1.9,18.4,14531.03,"Balanced investment"
"SE33","SE",2018,1.69,17.4,14531.03,"Balanced investment"
"SE11","SE",2019,1.61,14.5,14637.35,"Balanced investment"
"SE12","SE",2019,1.72,18.4,14637.35,"Balanced investment"
"SE21","SE",2019,1.83,16.3,14637.35,"Balanced investment"
"SE22","SE",2019,1.72,24.7,14637.35,"Balanced investment"
"SE23","SE",2019,1.71,18.7,14637.35,"Balanced investment"
"SE31","SE",2019,1.78,18.2,14637.35,"Balanced investment"
"SE32","SE",2019,1.82,23.6,14637.35,"Balanced investment"
"SE33","SE",2019,1.7,16.3,14637.35,"Balanced investment"
"SI03","SI",2018,1.64,17.3,284.94,"Balanced investment"
"SI04","SI",2018,1.58,13.3,284.94,"Balanced investment"
"SI03","SI",2019,1.68,16.3,309.58,"Balanced investment"
"SI04","SI",2019,1.55,10.8,309.58,"Balanced investment"
"SK01","SK",2017,1.66,9.9,1327.57,"Balanced investment"
"SK02","SK",2017,1.34,12.9,1327.57,"High investement, low fertility"
"SK03","SK",2017,1.45,17.5,1327.57,"High investement, low fertility"
"SK04","SK",2017,1.65,20.1,1327.57,"Balanced investment"
"SK01","SK",2018,1.7,7.3,1322.89,"Balanced investment"
"SK02","SK",2018,1.35,10.7,1322.89,"High investement, low fertility"
"SK03","SK",2018,1.48,18.6,1322.89,"High investement, low fertility"
"SK04","SK",2018,1.66,20.6,1322.89,"Balanced investment"
"SK01","SK",2019,1.65,6.8,1420.59,"Balanced investment"
"SK02","SK",2019,1.4,10.2,1420.59,"High investement, low fertility"
"SK03","SK",2019,1.49,19.3,1420.59,"High investement, low fertility"
"SK04","SK",2019,1.69,19.7,1420.59,"Balanced investment"
"AL01","AL",2019,1.59,55.4,58.45,"High fertility, low investment"
"AL02","AL",2019,1.28,49.2,58.45,"Low investment, low fertility"
"AL03","AL",2019,1.23,48.4,58.45,"Low investment, low fertility"
"BG31","BG",2017,1.85291,47.4,736.15,"Balanced investment"
"BG32","BG",2017,1.71635,43,736.15,"Balanced investment"
"BG33","BG",2017,1.68931,40.4,736.15,"Balanced investment"
"BG34","BG",2017,2.10908,39.9,736.15,"Balanced investment"
"BG41","BG",2017,1.45777,26,736.15,"High investement, low fertility"
"BG42","BG",2017,1.79732,45,736.15,"Balanced investment"
"BG31","BG",2018,1.88775,42,772.19,"Balanced investment"
"BG32","BG",2018,1.75067,34.5,772.19,"Balanced investment"
"BG33","BG",2018,1.73954,34.5,772.19,"Balanced investment"
"BG34","BG",2018,2.10184,36.2,772.19,"Balanced investment"
"BG41","BG",2018,1.46803,22.8,772.19,"High investement, low fertility"
"BG42","BG",2018,1.83131,39.2,772.19,"Balanced investment"
"BG31","BG",2019,1.90808,41.6,808.29,"Balanced investment"
"BG32","BG",2019,1.77018,37.6,808.29,"Balanced investment"
"BG33","BG",2019,1.83009,33.7,808.29,"Balanced investment"
"BG34","BG",2019,2.15573,37.9,808.29,"Balanced investment"
"BG41","BG",2019,1.53127,22.7,808.29,"Balanced investment"
"BG42","BG",2019,1.87979,38.1,808.29,"Balanced investment"
"CH01","CH",2017,1.52,20.4,8845.29,"High investement, low fertility"
"CH02","CH",2017,1.53,19.7,8845.29,"Balanced investment"
"CH03","CH",2017,1.52,17.3,8845.29,"High investement, low fertility"
"CH04","CH",2017,1.5,14.3,8845.29,"High investement, low fertility"
"CH05","CH",2017,1.54,17.9,8845.29,"Balanced investment"
"CH06","CH",2017,1.56,13.6,8845.29,"Balanced investment"
"CH07","CH",2017,1.37,34,8845.29,"High investement, low fertility"
"CH01","CH",2018,1.51,21.2,8622.02,"High investement, low fertility"
"CH02","CH",2018,1.53,19.1,8622.02,"Balanced investment"
"CH03","CH",2018,1.51,18.2,8622.02,"High investement, low fertility"
"CH04","CH",2018,1.47,11.9,8622.02,"High investement, low fertility"
"CH05","CH",2018,1.59,17.7,8622.02,"Balanced investment"
"CH06","CH",2018,1.59,12.5,8622.02,"Balanced investment"
"CH07","CH",2018,1.28,30.2,8622.02,"High investement, low fertility"
"CH01","CH",2019,1.47,26.1,9211.38,"High investement, low fertility"
"CH02","CH",2019,1.5,21.1,9211.38,"High investement, low fertility"
"CH03","CH",2019,1.5,18.8,9211.38,"High investement, low fertility"
"CH04","CH",2019,1.42,13.1,9211.38,"High investement, low fertility"
"CH05","CH",2019,1.53,17.2,9211.38,"Balanced investment"
"CH06","CH",2019,1.54,14.2,9211.38,"Balanced investment"
"CH07","CH",2019,1.26,26.7,9211.38,"High investement, low fertility"
"CZ01","CZ",2017,1.55,9.8,2940.26,"Balanced investment"
"CZ02","CZ",2017,1.79,11,2940.26,"Balanced investment"
"CZ03","CZ",2017,1.7,9.3,2940.26,"Balanced investment"
"CZ04","CZ",2017,1.67,16.1,2940.26,"Balanced investment"
"CZ05","CZ",2017,1.7,10.1,2940.26,"Balanced investment"
"CZ06","CZ",2017,1.73,11,2940.26,"Balanced investment"
"CZ07","CZ",2017,1.67,11.2,2940.26,"Balanced investment"
"CZ08","CZ",2017,1.6,19.7,2940.26,"Balanced investment"
"CZ01","CZ",2018,1.56,8.3,3384.05,"Balanced investment"
"CZ02","CZ",2018,1.74,9.4,3384.05,"Balanced investment"
"CZ03","CZ",2018,1.72,9.4,3384.05,"Balanced investment"
"CZ04","CZ",2018,1.66,17,3384.05,"Balanced investment"
"CZ05","CZ",2018,1.74,11.6,3384.05,"Balanced investment"
"CZ06","CZ",2018,1.76,11.3,3384.05,"Balanced investment"
"CZ07","CZ",2018,1.71,12.5,3384.05,"Balanced investment"
"CZ08","CZ",2018,1.68,16,3384.05,"Balanced investment"
"CZ01","CZ",2019,1.52,7.7,3591.03,"High investement, low fertility"
"CZ02","CZ",2019,1.76,9.6,3591.03,"Balanced investment"
"CZ03","CZ",2019,1.72,9.3,3591.03,"Balanced investment"
"CZ04","CZ",2019,1.71,19.7,3591.03,"Balanced investment"
"CZ05","CZ",2019,1.76,12.4,3591.03,"Balanced investment"
"CZ06","CZ",2019,1.77,11.9,3591.03,"Balanced investment"
"CZ07","CZ",2019,1.67,12.8,3591.03,"Balanced investment"
"CZ08","CZ",2019,1.66,15.1,3591.03,"Balanced investment"
"DK01","DK",2017,1.67,18.9,9633.27,"Balanced investment"
"DK02","DK",2017,1.83,17.9,9633.27,"Balanced investment"
"DK03","DK",2017,1.82,17.6,9633.27,"Balanced investment"
"DK04","DK",2017,1.83,16,9633.27,"Balanced investment"
"DK05","DK",2017,1.81,18.4,9633.27,"Balanced investment"
"DK01","DK",2018,1.65,19.6,9807.14,"Balanced investment"
"DK02","DK",2018,1.83,16.8,9807.14,"Balanced investment"
"DK03","DK",2018,1.78,15.7,9807.14,"Balanced investment"
"DK04","DK",2018,1.81,15.8,9807.14,"Balanced investment"
"DK05","DK",2018,1.77,19.2,9807.14,"Balanced investment"
"DK01","DK",2019,1.66,18.2,9866.7,"Balanced investment"
"DK02","DK",2019,1.76,14.3,9866.7,"Balanced investment"
"DK03","DK",2019,1.73,18.1,9866.7,"Balanced investment"
"DK04","DK",2019,1.75,17,9866.7,"Balanced investment"
"DK05","DK",2019,1.75,17.7,9866.7,"Balanced investment"
"EL30","EL",2018,1.36,27,810.57,"High investement, low fertility"
"EL41","EL",2018,1.63,31.9,810.57,"Balanced investment"
"EL42","EL",2018,1.54,31.6,810.57,"Balanced investment"
"EL43","EL",2018,1.52,34.8,810.57,"High investement, low fertility"
"EL51","EL",2018,1.32,33.5,810.57,"High investement, low fertility"
"EL52","EL",2018,1.28,29.3,810.57,"High investement, low fertility"
"EL53","EL",2018,1.26,36.5,810.57,"High investement, low fertility"
"EL54","EL",2018,1.22,31.1,810.57,"High investement, low fertility"
"EL61","EL",2018,1.32,32.9,810.57,"High investement, low fertility"
"EL62","EL",2018,1.6,26.2,810.57,"Balanced investment"
"EL63","EL",2018,1.29,41.1,810.57,"High investement, low fertility"
"EL64","EL",2018,1.23,28.7,810.57,"High investement, low fertility"
"EL65","EL",2018,1.35,29.2,810.57,"High investement, low fertility"
"EL30","EL",2019,1.35,24.5,877.1,"High investement, low fertility"
"EL41","EL",2019,1.6,30.7,877.1,"Balanced investment"
"EL42","EL",2019,1.62,30.1,877.1,"Balanced investment"
"EL43","EL",2019,1.54,30.5,877.1,"Balanced investment"
"EL51","EL",2019,1.3,34,877.1,"High investement, low fertility"
"EL52","EL",2019,1.27,30.6,877.1,"High investement, low fertility"
"EL53","EL",2019,1.26,33.6,877.1,"High investement, low fertility"
"EL54","EL",2019,1.24,26.8,877.1,"High investement, low fertility"
"EL61","EL",2019,1.28,28.3,877.1,"High investement, low fertility"
"EL62","EL",2019,1.55,22.3,877.1,"Balanced investment"
"EL63","EL",2019,1.32,39.8,877.1,"High investement, low fertility"
"EL64","EL",2019,1.12,28.3,877.1,"High investement, low fertility"
"EL65","EL",2019,1.32,35.1,877.1,"High investement, low fertility"
"ES11","ES",2017,1.11971,23,11374.67,"High investement, low fertility"
"ES12","ES",2017,1.0277,17.8,11374.67,"High investement, low fertility"
"ES13","ES",2017,1.16135,20.5,11374.67,"High investement, low fertility"
"ES21","ES",2017,1.3205,15,11374.67,"High investement, low fertility"
"ES22","ES",2017,1.4463,13.2,11374.67,"High investement, low fertility"
"ES23","ES",2017,1.33934,13.9,11374.67,"High investement, low fertility"
"ES24","ES",2017,1.32689,16.2,11374.67,"High investement, low fertility"
"ES30","ES",2017,1.31942,21.7,11374.67,"High investement, low fertility"
"ES41","ES",2017,1.14147,19.2,11374.67,"High investement, low fertility"
"ES42","ES",2017,1.30795,34.9,11374.67,"High investement, low fertility"
"ES43","ES",2017,1.28931,44.9,11374.67,"High investement, low fertility"
"ES51","ES",2017,1.36858,20.2,11374.67,"High investement, low fertility"
"ES52","ES",2017,1.29225,31.9,11374.67,"High investement, low fertility"
"ES53","ES",2017,1.24946,25.2,11374.67,"High investement, low fertility"
"ES61","ES",2017,1.35638,39,11374.67,"High investement, low fertility"
"ES62","ES",2017,1.54678,35.6,11374.67,"Balanced investment"
"ES63","ES",2017,1.79543,46.9,11374.67,"Balanced investment"
"ES64","ES",2017,2.2558,30.2,11374.67,"Balanced investment"
"ES70","ES",2017,1.07193,39.9,11374.67,"High investement, low fertility"
"ES11","ES",2018,1.04073,24.1,11936.65,"High investement, low fertility"
"ES12","ES",2018,1.02771,21.8,11936.65,"High investement, low fertility"
"ES13","ES",2018,1.11039,24.4,11936.65,"High investement, low fertility"
"ES21","ES",2018,1.27534,12.2,11936.65,"High investement, low fertility"
"ES22","ES",2018,1.37788,13.1,11936.65,"High investement, low fertility"
"ES23","ES",2018,1.23376,19.1,11936.65,"High investement, low fertility"
"ES24","ES",2018,1.28449,17.8,11936.65,"High investement, low fertility"
"ES30","ES",2018,1.26087,20.9,11936.65,"High investement, low fertility"
"ES41","ES",2018,1.14267,19.8,11936.65,"High investement, low fertility"
"ES42","ES",2018,1.26129,33.4,11936.65,"High investement, low fertility"
"ES43","ES",2018,1.21358,43.7,11936.65,"High investement, low fertility"
"ES51","ES",2018,1.30934,18.9,11936.65,"High investement, low fertility"
"ES52","ES",2018,1.23939,30.7,11936.65,"High investement, low fertility"
"ES53","ES",2018,1.24665,17.3,11936.65,"High investement, low fertility"
"ES61","ES",2018,1.31519,41.7,11936.65,"High investement, low fertility"
"ES62","ES",2018,1.52629,33.2,11936.65,"Balanced investment"
"ES63","ES",2018,1.68002,48.9,11936.65,"Balanced investment"
"ES64","ES",2018,2.26992,23.5,11936.65,"Balanced investment"
"ES70","ES",2018,1.00946,39.2,11936.65,"High investement, low fertility"
"ES11","ES",2019,1.01814,24.2,12855.1,"High investement, low fertility"
"ES12","ES",2019,0.95664,25,12855.1,"High investement, low fertility"
"ES13","ES",2019,1.06379,19.8,12855.1,"High investement, low fertility"
"ES21","ES",2019,1.24932,15,12855.1,"High investement, low fertility"
"ES22","ES",2019,1.38361,12.4,12855.1,"High investement, low fertility"
"ES23","ES",2019,1.30172,15.8,12855.1,"High investement, low fertility"
"ES24","ES",2019,1.25335,20.5,12855.1,"High investement, low fertility"
"ES30","ES",2019,1.21957,20.2,12855.1,"High investement, low fertility"
"ES41","ES",2019,1.12497,16.8,12855.1,"High investement, low fertility"
"ES42","ES",2019,1.24287,31,12855.1,"High investement, low fertility"
"ES43","ES",2019,1.2167,36.9,12855.1,"High investement, low fertility"
"ES51","ES",2019,1.26909,18.8,12855.1,"High investement, low fertility"
"ES52","ES",2019,1.23134,28.2,12855.1,"High investement, low fertility"
"ES53","ES",2019,1.17358,16.5,12855.1,"High investement, low fertility"
"ES61","ES",2019,1.30586,39.3,12855.1,"High investement, low fertility"
"ES62","ES",2019,1.49064,33.4,12855.1,"High investement, low fertility"
"ES63","ES",2019,1.48046,49,12855.1,"High investement, low fertility"
"ES64","ES",2019,2.0991,39.7,12855.1,"Balanced investment"
"ES70","ES",2019,0.96995,38.3,12855.1,"High investement, low fertility"
"FI1B","FI",2017,1.38,12,6654.29,"High investement, low fertility"
"FI1C","FI",2017,1.47,16.1,6654.29,"High investement, low fertility"
"FI1D","FI",2017,1.63,17.9,6654.29,"Balanced investment"
"FI1B","FI",2018,1.33,11.1,6879.44,"High investement, low fertility"
"FI1C","FI",2018,1.36,17.1,6879.44,"High investement, low fertility"
"FI1D","FI",2018,1.53,20.3,6879.44,"Balanced investment"
"FI1B","FI",2019,1.28,9.4,7117.67,"High investement, low fertility"
"FI1C","FI",2019,1.3,14.7,7117.67,"High investement, low fertility"
"FI1D","FI",2019,1.44,17.8,7117.67,"High investement, low fertility"
"HR03","HR",2017,1.39,21.6,727.73,"High investement, low fertility"
