"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch","dist_to_median"
"BG34","BG",2017,2.10908,39.9,197.14,"High Fert / Low Spend",27.762790000000006
"ITC2","IT",2019,1.31,8.6,128.3,"Low Priority Region",96.23628999999998
"CZ02","CZ",2017,1.79,11,243.09,"Balanced Investment",19.03371000000001
"ITH2","IT",2017,1.4863,17.1,272.7,"High Investment, Low Fertility",48.41999
"ITH2","IT",2017,1.4863,17.1,272.7,"High Investment, Low Fertility",48.41999
"ITH3","IT",2019,1.29,10.3,128.3,"Low Priority Region",96.25628999999998
"SK04","SK",2017,1.65,20.1,217.7,"High Fert / Low Spend",6.7437100000000045
"SK03","SK",2017,1.45,17.5,195.98,"Low Priority Region",28.416290000000004
"LT02","LT",2019,1.46291,27.6,196.14,"Low Priority Region",28.243380000000005
"ITC4","IT",2017,1.40535,16.9,272.7,"High Investment, Low Fertility",48.50093999999999
"CZ08","CZ",2017,1.6,19.7,243.09,"Balanced Investment",18.84371000000001
"NL22","NL",2019,1.65,14.6,176,"High Fert / Low Spend",48.443709999999996
"NL22","NL",2019,1.65,14.6,176,"High Fert / Low Spend",48.443709999999996
"ES70","ES",2019,0.96995,38.3,128.55,"Low Priority Region",96.32633999999999
"CZ01","CZ",2017,1.55,9.8,243.09,"Balanced Investment",18.79371000000001
"NL21","NL",2019,1.68,15.6,176,"High Fert / Low Spend",48.47370999999999
"LT01","LT",2019,1.35689,20.2,196.14,"Low Priority Region",28.349400000000006
"ITC3","IT",2019,1.21,17.5,128.3,"Low Priority Region",96.33628999999998
"LT01","LT",2019,1.35689,20.2,196.14,"Low Priority Region",28.349400000000006
"RO12","RO",2019,1.85,28.2,176.15,"High Fert / Low Spend",48.493709999999986
"RO22","RO",2019,1.84,49.5,176.15,"High Fert / Low Spend",48.48370999999999
"ITF4","IT",2019,1.2,37,128.3,"Low Priority Region",96.34628999999998
"SK03","SK",2017,1.45,17.5,217.7,"Low Priority Region",6.696290000000005
"RO32","RO",2018,1.53,28.2,195.73,"High Fert / Low Spend",28.593710000000005
"CZ06","CZ",2017,1.73,11,243.09,"Balanced Investment",18.97371000000001
"ITH3","IT",2017,1.36698,13,272.7,"High Investment, Low Fertility",48.53930999999999
"CZ04","CZ",2017,1.67,16.1,243.09,"Balanced Investment",18.91371000000001
"NL13","NL",2019,1.73,14.7,176,"High Fert / Low Spend",48.523709999999994
"RO41","RO",2018,1.66,47.4,195.73,"High Fert / Low Spend",28.723710000000004
"ITF1","IT",2019,1.17,24.4,128.3,"Low Priority Region",96.37628999999998
"CZ06","CZ",2017,1.73,11,237.01,"Balanced Investment",12.893709999999999
"NL13","NL",2019,1.73,14.7,176,"High Fert / Low Spend",48.523709999999994
"SK02","SK",2017,1.34,12.9,195.98,"Low Priority Region",28.526290000000003
"ITF2","IT",2019,1.15,33.7,128.3,"Low Priority Region",96.39628999999998
"SK01","SK",2017,1.66,9.9,195.98,"High Fert / Low Spend",28.473710000000004
"ITG1","IT",2017,1.37181,48.9,272.7,"High Investment, Low Fertility",48.534479999999995
"ITG1","IT",2017,1.37181,48.9,272.7,"High Investment, Low Fertility",48.534479999999995
"SE11","SE",2018,1.66,13.6,320.71,"Balanced Investment",96.52370999999998
"ES62","ES",2018,1.52629,33.2,237.2,"Balanced Investment",12.879999999999995
"RO42","RO",2018,1.6,24.2,195.73,"High Fert / Low Spend",28.663710000000002
"RO32","RO",2018,1.53,28.2,195.73,"High Fert / Low Spend",28.593710000000005
"ITC2","IT",2017,1.35592,17.2,272.7,"High Investment, Low Fertility",48.550369999999994
"CZ03","CZ",2017,1.7,9.3,243.09,"Balanced Investment",18.94371000000001
"NL12","NL",2019,1.75,16.5,176,"High Fert / Low Spend",48.54370999999999
"NL12","NL",2019,1.75,16.5,176,"High Fert / Low Spend",48.54370999999999
"SE12","SE",2018,1.76,16.5,320.71,"Balanced Investment",96.62370999999999
"CZ05","CZ",2017,1.7,10.1,243.09,"Balanced Investment",18.94371000000001
"ITF3","IT",2017,1.36197,43,272.7,"High Investment, Low Fertility",48.54432
"RO42","RO",2018,1.6,24.2,195.73,"High Fert / Low Spend",28.663710000000002
"SE11","SE",2017,1.71,14.1,320.86,"Balanced Investment",96.72371000000003
"CZ01","CZ",2018,1.56,8.3,252.94,"Balanced Investment",28.653710000000004
"ITH5","IT",2017,1.36091,15,272.7,"High Investment, Low Fertility",48.545379999999994
"ITH5","IT",2017,1.36091,15,272.7,"High Investment, Low Fertility",48.545379999999994
"SE21","SE",2018,1.88,16.9,320.71,"Balanced Investment",96.74371
"PT20","PT",2018,1.39402,36.5,223.44,"Low Priority Region",1.0122699999999953
"RO11","RO",2018,1.69,28.8,195.73,"High Fert / Low Spend",28.753710000000005
"HU23","HU",2018,1.57,26.7,243.46,"Balanced Investment",19.183710000000016
"ITH1","IT",2017,1.74689,6.3,272.7,"Balanced Investment",48.60059999999999
"ES22","ES",2018,1.37788,13.1,237.2,"High Investment, Low Fertility",13.028409999999996
"RO22","RO",2018,1.84,50.3,195.73,"High Fert / Low Spend",28.903710000000004
"CZ07","CZ",2018,1.71,12.5,252.94,"Balanced Investment",28.803710000000006
"SE32","SE",2018,1.9,18.4,320.71,"Balanced Investment",96.76370999999999
"EL41","EL",2019,1.6,30.7,231.32,"Balanced Investment",7.07371
"NL23","NL",2019,1.77,16.2,176,"High Fert / Low Spend",48.56370999999999
"HU33","HU",2019,1.55,16.5,204.71,"High Fert / Low Spend",19.633709999999986
"SE22","SE",2017,1.78,21.9,320.86,"Balanced Investment",96.79371000000002
"HU32","HU",2018,1.69,27.1,243.46,"Balanced Investment",19.303710000000017
"ITH4","IT",2017,1.31574,13.1,272.7,"High Investment, Low Fertility",48.59054999999999
"ITH4","IT",2017,1.31574,13.1,272.7,"High Investment, Low Fertility",48.59054999999999
"SE12","SE",2017,1.8,16.7,320.86,"Balanced Investment",96.81371000000001
"SK02","SK",2017,1.34,12.9,217.7,"Low Priority Region",6.806290000000004
"RO31","RO",2018,1.74,45.6,195.73,"High Fert / Low Spend",28.803710000000002
"CZ04","CZ",2018,1.66,17,252.94,"Balanced Investment",28.753710000000005
"ITC3","IT",2017,1.29024,19,272.7,"High Investment, Low Fertility",48.616049999999994
"HU33","HU",2018,1.55,22.2,243.46,"Balanced Investment",19.163710000000016
"ITF6","IT",2017,1.30506,43.9,272.7,"High Investment, Low Fertility",48.601229999999994
"ITF6","IT",2017,1.30506,43.9,272.7,"High Investment, Low Fertility",48.601229999999994
"ITH3","IT",2018,1.34451,13.2,127.65,"Low Priority Region",96.85177999999999
"ES21","ES",2018,1.27534,12.2,237.2,"High Investment, Low Fertility",13.130949999999995
"ITI4","IT",2017,1.30127,26.7,272.7,"High Investment, Low Fertility",48.605019999999996
"RO31","RO",2018,1.74,45.6,195.73,"High Fert / Low Spend",28.803710000000002
"ITF3","IT",2018,1.32915,48.9,127.65,"Low Priority Region",96.86713999999999
"CZ08","CZ",2018,1.68,16,252.94,"Balanced Investment",28.773710000000005
"ITI1","IT",2017,1.29473,17.4,272.7,"High Investment, Low Fertility",48.61156
"ITI1","IT",2017,1.29473,17.4,272.7,"High Investment, Low Fertility",48.61156
"ITC1","IT",2018,1.29684,18.4,127.65,"Low Priority Region",96.89944999999999
"SK02","SK",2017,1.34,12.9,221,"Low Priority Region",3.506289999999993
"CZ02","CZ",2018,1.74,9.4,252.94,"Balanced Investment",28.833710000000004
"LT01","LT",2017,1.49406,23.1,205.07,"Low Priority Region",19.28223
"ITF4","IT",2017,1.25093,36.7,272.7,"High Investment, Low Fertility",48.655359999999995
"HU22","HU",2018,1.47,12.4,243.46,"High Investment, Low Fertility",19.196290000000015
"ITI3","IT",2017,1.26097,20.9,272.7,"High Investment, Low Fertility",48.64532
"RO12","RO",2018,1.84,27.6,195.73,"High Fert / Low Spend",28.903710000000004
"ITH4","IT",2018,1.28507,12.2,127.65,"Low Priority Region",96.91121999999999
"SI03","SI",2018,1.64,17.3,237.16,"Balanced Investment",12.953710000000003
"ITI2","IT",2017,1.25818,16.1,272.7,"High Investment, Low Fertility",48.648109999999996
"CZ05","CZ",2018,1.74,11.6,252.94,"Balanced Investment",28.833710000000004
"SE21","SE",2017,1.91,14,320.86,"Balanced Investment",96.92371000000001
"CZ03","CZ",2018,1.72,9.4,252.94,"Balanced Investment",28.813710000000004
"ITF1","IT",2017,1.25286,28.2,272.7,"High Investment, Low Fertility",48.65342999999999
"ITF1","IT",2017,1.25286,28.2,272.7,"High Investment, Low Fertility",48.65342999999999
"HR03","HR",2019,1.42,19.4,127.49,"Low Priority Region",96.93629
"CZ02","CZ",2017,1.79,11,237.01,"Balanced Investment",12.953709999999997
"RO22","RO",2018,1.84,50.3,195.73,"High Fert / Low Spend",28.903710000000004
"CZ06","CZ",2018,1.76,11.3,252.94,"Balanced Investment",28.853710000000003
"HR04","HR",2017,1.43,24.8,175.39,"Low Priority Region",49.02629000000001
"LT01","LT",2017,1.49406,23.1,205.07,"Low Priority Region",19.28223
"ITF2","IT",2017,1.20144,35,272.7,"High Investment, Low Fertility",48.70484999999999
"ITF2","IT",2017,1.20144,35,272.7,"High Investment, Low Fertility",48.70484999999999
"ES21","ES",2019,1.24932,15,127.64,"Low Priority Region",96.95697
"HU12","HU",2018,1.6,14.3,243.46,"Balanced Investment",19.213710000000013
"ITF5","IT",2017,1.20013,31.9,272.7,"High Investment, Low Fertility",48.70616
"SI04","SI",2018,1.58,13.3,195.5,"High Fert / Low Spend",28.873709999999992
"ITI3","IT",2018,1.22736,16.1,127.65,"Low Priority Region",96.96892999999999
"SI04","SI",2018,1.58,13.3,195.5,"High Fert / Low Spend",28.873709999999992
"ITG2","IT",2017,1.07838,37.2,272.7,"High Investment, Low Fertility",48.827909999999996
"RO21","RO",2019,2.14,49.2,176.15,"High Fert / Low Spend",48.783709999999985
"ES52","ES",2019,1.23134,28.2,127.64,"Low Priority Region",96.97494999999999
"SK01","SK",2017,1.66,9.9,221,"High Fert / Low Spend",3.453709999999993
"HR04","HR",2018,1.49,22.6,195.43,"Low Priority Region",28.926289999999987
"CZ01","CZ",2019,1.52,7.7,243.76,"High Investment, Low Fertility",19.446289999999998
"NO03","NO",2017,1.6,12.7,175.25,"High Fert / Low Spend",49.14370999999999
"ES24","ES",2018,1.28449,17.8,237.2,"High Investment, Low Fertility",13.121799999999995
"NL33","NL",2017,1.64,19.3,195.07,"High Fert / Low Spend",29.36371
"RO21","RO",2018,2.09,49.9,195.73,"High Fert / Low Spend",29.153710000000004
"ITF5","IT",2018,1.1411,35.2,127.65,"Low Priority Region",97.05518999999998
"ES63","ES",2018,1.68002,48.9,237.2,"Balanced Investment",13.033729999999995
"NO02","NO",2017,1.57,14.9,175.25,"High Fert / Low Spend",49.11370999999999
"RO12","RO",2018,1.84,27.6,195.73,"High Fert / Low Spend",28.903710000000004
"ITF2","IT",2018,1.10607,25,127.65,"Low Priority Region",97.09021999999999
"CZ04","CZ",2019,1.71,19.7,243.76,"Balanced Investment",19.62371
"NO07","NO",2017,1.59,17.1,175.25,"High Fert / Low Spend",49.133709999999994
"NO02","NO",2017,1.57,14.9,175.25,"High Fert / Low Spend",49.11370999999999
"BG32","BG",2017,1.71635,43,127.37,"High Fert / Low Spend",97.14005999999999
"EL62","EL",2019,1.55,22.3,231.32,"Balanced Investment",7.02371
"RO21","RO",2018,2.09,49.9,195.73,"High Fert / Low Spend",29.153710000000004
"SI03","SI",2018,1.64,17.3,195.5,"High Fert / Low Spend",28.933709999999994
"NO04","NO",2017,1.77,14.6,175.25,"High Fert / Low Spend",49.31370999999999
"LT02","LT",2017,1.59857,32.4,205.07,"High Fert / Low Spend",19.32228
"SI04","SI",2018,1.58,13.3,273.42,"Balanced Investment",49.153710000000025
"NO03","NO",2017,1.6,12.7,175.25,"High Fert / Low Spend",49.14370999999999
"ES64","ES",2019,2.0991,39.7,127.64,"High Fert / Low Spend",97.25281
"LT02","LT",2017,1.59857,32.4,205.07,"High Fert / Low Spend",19.32228
"NO06","NO",2017,1.63,17.1,175.25,"High Fert / Low Spend",49.17370999999999
"HR03","HR",2018,1.43,21.2,195.43,"Low Priority Region",28.986289999999986
"ES63","ES",2018,1.68002,48.9,321.46,"Balanced Investment",97.29372999999998
"SI03","SI",2018,1.64,17.3,195.5,"High Fert / Low Spend",28.933709999999994
"NO05","NO",2017,1.7,17.2,175.25,"High Fert / Low Spend",49.24370999999999
"SI03","SI",2018,1.64,17.3,273.42,"Balanced Investment",49.21371000000002
"ES24","ES",2018,1.28449,17.8,321.46,"High Investment, Low Fertility",97.38179999999998
"EL43","EL",2019,1.54,30.5,231.32,"Balanced Investment",7.01371
"NL42","NL",2017,1.48,15.8,195.07,"Low Priority Region",29.29629
"CZ07","CZ",2019,1.67,12.8,243.76,"Balanced Investment",19.583709999999996
"ITF3","IT",2018,1.32915,48.9,273.85,"High Investment, Low Fertility",49.72714000000003
"HU31","HU",2018,1.84,31.3,243.46,"Balanced Investment",19.453710000000015
"ITH2","IT",2018,1.4505,18.8,273.85,"High Investment, Low Fertility",49.60579000000003
"NL41","NL",2017,1.61,14.1,195.07,"High Fert / Low Spend",29.33371
"ES62","ES",2017,1.54678,35.6,126.92,"High Fert / Low Spend",97.42048999999999
"ES51","ES",2018,1.30934,18.9,237.2,"High Investment, Low Fertility",13.096949999999996
"ITG1","IT",2018,1.37221,49.5,273.85,"High Investment, Low Fertility",49.68408000000003
"NL32","NL",2017,1.52,16.7,195.07,"Low Priority Region",29.25629
"RO42","RO",2017,1.58,31.8,126.93,"High Fert / Low Spend",97.44370999999998
"NL32","NL",2017,1.52,16.7,195.07,"Low Priority Region",29.25629
"ITH5","IT",2018,1.348,14,273.85,"High Investment, Low Fertility",49.70829000000003
"ITC4","IT",2018,1.36258,14.9,273.85,"High Investment, Low Fertility",49.69371000000003
"ITG1","IT",2018,1.37221,49.5,321.65,"High Investment, Low Fertility",97.48407999999998
"ES61","ES",2018,1.31519,41.7,237.2,"High Investment, Low Fertility",13.091099999999996
"NL41","NL",2017,1.61,14.1,195.07,"High Fert / Low Spend",29.33371
"NL42","NL",2017,1.48,15.8,195.07,"Low Priority Region",29.29629
"SI04","SI",2019,1.55,10.8,274.11,"Balanced Investment",49.81371000000002
"CZ08","CZ",2019,1.66,15.1,243.76,"Balanced Investment",19.57371
"ITC1","IT",2018,1.29684,18.4,273.85,"High Investment, Low Fertility",49.75945000000003
"ITH1","IT",2018,1.72907,12.7,273.85,"Balanced Investment",49.73278000000003
"ITH1","IT",2018,1.72907,12.7,321.65,"Balanced Investment",97.53277999999999
"HU11","HU",2018,1.21,16.5,243.46,"High Investment, Low Fertility",19.456290000000013
"ITH4","IT",2018,1.28507,12.2,273.85,"High Investment, Low Fertility",49.77122000000003
"NL11","NL",2017,1.45,21.8,195.07,"Low Priority Region",29.32629
"ITC1","IT",2018,1.29684,18.4,321.65,"High Investment, Low Fertility",97.55944999999998
"NL11","NL",2017,1.45,21.8,195.07,"Low Priority Region",29.32629
"ITI4","IT",2018,1.25317,25.7,273.85,"High Investment, Low Fertility",49.80312000000003
"ITI1","IT",2018,1.2608,17.9,273.85,"High Investment, Low Fertility",49.79549000000003
"ES61","ES",2017,1.35638,39,126.92,"Low Priority Region",97.56991
"SK03","SK",2019,1.49,19.3,224.33,"High Investment, Low Fertility",0.04629000000001926
"HU11","HU",2019,1.19,17.1,204.71,"Low Priority Region",19.946289999999983
"CZ01","CZ",2017,1.55,9.8,238.74,"Balanced Investment",14.443710000000015
"ITG2","IT",2018,1.03521,33.6,273.85,"High Investment, Low Fertility",50.021080000000026
"EL53","EL",2018,1.26,36.5,216.76,"Low Priority Region",7.826290000000002
"NL13","NL",2017,1.77,16.8,195.07,"High Fert / Low Spend",29.49371
"BG41","BG",2018,1.46803,22.8,194.94,"Low Priority Region",29.438259999999996
"ITC2","IT",2017,1.35592,17.2,171.75,"Low Priority Region",52.74036999999999
"EL63","EL",2019,1.32,39.8,231.32,"High Investment, Low Fertility",7.20629
"EL53","EL",2019,1.26,33.6,254.33,"High Investment, Low Fertility",30.27629000000002
"HR03","HR",2019,1.42,19.4,204.7,"Low Priority Region",19.726290000000006
"ITF4","IT",2018,1.23363,35.8,321.65,"High Investment, Low Fertility",97.62265999999998
"HR04","HR",2019,1.49,21.6,204.7,"Low Priority Region",19.656290000000006
"NL32","NL",2018,1.49,17.2,190.84,"Low Priority Region",33.51628999999999
"IE04","IE",2018,1.89,25.2,255.47,"Balanced Investment",31.513710000000007
"ES52","ES",2017,1.29225,31.9,126.92,"Low Priority Region",97.63403999999998
"SI04","SI",2019,1.55,10.8,228.14,"Balanced Investment",3.8437099999999935
"BG41","BG",2018,1.46803,22.8,194.94,"Low Priority Region",29.438259999999996
"NL42","NL",2019,1.43,15.5,203.74,"Low Priority Region",20.676289999999984
"NO02","NO",2017,1.57,14.9,174.21,"High Fert / Low Spend",50.15370999999998
"DK03","DK",2018,1.78,15.7,237.65,"Balanced Investment",13.583710000000012
"ITH2","IT",2019,1.42,11.4,274.29,"High Investment, Low Fertility",50.07629000000003
"HR04","HR",2018,1.49,22.6,174.31,"Low Priority Region",50.04628999999999
"RO12","RO",2017,1.88,29.7,126.93,"High Fert / Low Spend",97.74371
"ES13","ES",2018,1.11039,24.4,237.2,"High Investment, Low Fertility",13.295899999999996
"HR03","HR",2018,1.43,21.2,174.31,"Low Priority Region",50.106289999999994
"NL22","NL",2017,1.7,15.2,195.07,"High Fert / Low Spend",29.42371
"RO22","RO",2017,1.89,52.4,126.93,"High Fert / Low Spend",97.75370999999998
"CZ08","CZ",2017,1.6,19.7,246.04,"Balanced Investment",21.793709999999997
"NO01","NO",2017,1.54,15.6,174.21,"High Fert / Low Spend",50.12370999999999
"NO01","NO",2017,1.54,15.6,174.21,"High Fert / Low Spend",50.12370999999999
"ITG2","IT",2018,1.03521,33.6,321.65,"High Investment, Low Fertility",97.82107999999998
"IE06","IE",2018,1.66,17.9,225.71,"Balanced Investment",1.5237100000000148
"NL23","NL",2017,1.72,17.4,195.07,"High Fert / Low Spend",29.44371
"HU22","HU",2019,1.48,17,204.71,"Low Priority Region",19.656289999999984
"NO07","NO",2017,1.59,17.1,174.21,"High Fert / Low Spend",50.173709999999986
"SI04","SI",2018,1.58,13.3,239.01,"Balanced Investment",14.743709999999998
"ITH1","IT",2019,1.71,10.4,274.29,"Balanced Investment",50.153710000000025
"NL12","NL",2017,1.77,17.7,195.07,"High Fert / Low Spend",29.49371
"CH03","CH",2019,1.5,18.8,126.49,"Low Priority Region",97.85629
"EL41","EL",2018,1.63,31.9,216.76,"High Fert / Low Spend",7.663710000000002
"ITC4","IT",2019,1.33,16.6,274.29,"High Investment, Low Fertility",50.166290000000025
"NL21","NL",2017,1.72,16.4,195.07,"High Fert / Low Spend",29.44371
"CH01","CH",2019,1.47,26.1,126.49,"Low Priority Region",97.88629
"NL23","NL",2017,1.72,17.4,195.07,"High Fert / Low Spend",29.44371
"ITC4","IT",2019,1.33,16.6,274.29,"High Investment, Low Fertility",50.166290000000025
"ITG1","IT",2019,1.33,45.4,274.29,"High Investment, Low Fertility",50.166290000000025
"RO21","RO",2017,2.16,49.6,126.93,"High Fert / Low Spend",98.02370999999998
"EL54","EL",2019,1.24,26.8,231.32,"High Investment, Low Fertility",7.28629
"NL13","NL",2017,1.77,16.8,195.07,"High Fert / Low Spend",29.49371
"NL21","NL",2017,1.72,16.4,195.07,"High Fert / Low Spend",29.44371
"ITH5","IT",2019,1.3,14,274.29,"High Investment, Low Fertility",50.196290000000026
"HU22","HU",2019,1.48,17,204.71,"Low Priority Region",19.656289999999984
"NO03","NO",2017,1.6,12.7,174.21,"High Fert / Low Spend",50.183709999999984
"NO03","NO",2017,1.6,12.7,174.21,"High Fert / Low Spend",50.183709999999984
"CZ01","CZ",2018,1.56,8.3,323.22,"Balanced Investment",98.93371000000003
"CZ03","CZ",2019,1.72,9.3,243.76,"Balanced Investment",19.633709999999997
"ITC2","IT",2019,1.31,8.6,274.29,"High Investment, Low Fertility",50.18629000000003
"NL34","NL",2017,1.76,12.7,195.07,"High Fert / Low Spend",29.48371
"CZ04","CZ",2018,1.66,17,323.22,"Balanced Investment",99.03371000000003
"NL34","NL",2017,1.76,12.7,195.07,"High Fert / Low Spend",29.48371
"ITC2","IT",2019,1.31,8.6,274.29,"High Investment, Low Fertility",50.18629000000003
"ITF3","IT",2019,1.31,48.2,274.29,"High Investment, Low Fertility",50.18629000000003
"CZ07","CZ",2018,1.71,12.5,323.22,"Balanced Investment",99.08371000000004
"SK01","SK",2017,1.66,9.9,224.74,"Balanced Investment",0.5537100000000159
"BG33","BG",2018,1.73954,34.5,194.94,"High Fert / Low Spend",29.593249999999994
"HU23","HU",2019,1.58,25,204.71,"High Fert / Low Spend",19.663709999999984
"ITF6","IT",2019,1.26,34.8,274.29,"High Investment, Low Fertility",50.236290000000025
"ES41","ES",2018,1.14267,19.8,237.2,"High Investment, Low Fertility",13.263619999999996
"CZ03","CZ",2018,1.72,9.4,253.9,"Balanced Investment",29.773710000000012
"CZ01","CZ",2018,1.56,8.3,253.9,"Balanced Investment",29.61371000000001
"CZ02","CZ",2018,1.74,9.4,323.22,"Balanced Investment",99.11371000000004
"ES52","ES",2018,1.23939,30.7,237.2,"High Investment, Low Fertility",13.166899999999995
"NO06","NO",2017,1.63,17.1,174.21,"High Fert / Low Spend",50.213709999999985
"NL12","NL",2017,1.77,17.7,195.07,"High Fert / Low Spend",29.49371
"ES21","ES",2018,1.27534,12.2,125.44,"Low Priority Region",99.13095
"HU12","HU",2019,1.63,20.2,204.71,"High Fert / Low Spend",19.713709999999985
"ITC1","IT",2019,1.27,16.3,274.29,"High Investment, Low Fertility",50.22629000000003
"ITC1","IT",2019,1.27,16.3,274.29,"High Investment, Low Fertility",50.22629000000003
"ES30","ES",2018,1.26087,20.9,125.44,"Low Priority Region",99.14542
"EL30","EL",2019,1.35,24.5,220.18,"Low Priority Region",4.316289999999986
"BG32","BG",2018,1.75067,34.5,194.94,"High Fert / Low Spend",29.604379999999995
"BG33","BG",2018,1.73954,34.5,194.94,"High Fert / Low Spend",29.593249999999994
"ITC3","IT",2019,1.21,17.5,274.29,"High Investment, Low Fertility",50.28629000000003
"HU23","HU",2019,1.58,25,204.71,"High Fert / Low Spend",19.663709999999984
"ITH4","IT",2019,1.25,13.5,274.29,"High Investment, Low Fertility",50.24629000000003
"ITH4","IT",2019,1.25,13.5,274.29,"High Investment, Low Fertility",50.24629000000003
"ES11","ES",2018,1.04073,24.1,125.44,"Low Priority Region",99.36556
"HR04","HR",2019,1.49,21.6,204.7,"Low Priority Region",19.656290000000006
"NO05","NO",2017,1.7,17.2,174.21,"High Fert / Low Spend",50.283709999999985
"BG32","BG",2018,1.75067,34.5,194.94,"High Fert / Low Spend",29.604379999999995
"CH02","CH",2018,1.53,19.1,124.91,"High Fert / Low Spend",99.41371
"IE06","IE",2017,1.7,20.2,253.75,"Balanced Investment",29.603710000000007
"ITC3","IT",2019,1.21,17.5,274.29,"High Investment, Low Fertility",50.28629000000003
"ITI1","IT",2019,1.21,18.4,274.29,"High Investment, Low Fertility",50.28629000000003
"CH01","CH",2018,1.51,21.2,124.91,"Low Priority Region",99.42629
"SI04","SI",2018,1.58,13.3,228.24,"Balanced Investment",3.973710000000016
"CZ04","CZ",2018,1.66,17,253.9,"Balanced Investment",29.713710000000013
"HU12","HU",2019,1.63,20.2,204.71,"High Fert / Low Spend",19.713709999999985
"ITI4","IT",2019,1.18,24.1,274.29,"High Investment, Low Fertility",50.31629000000003
"CZ05","CZ",2019,1.76,12.4,243.76,"Balanced Investment",19.673709999999996
"ITF4","IT",2019,1.2,37,274.29,"High Investment, Low Fertility",50.29629000000003
"CZ07","CZ",2018,1.71,12.5,253.9,"Balanced Investment",29.763710000000014
"ES64","ES",2018,2.26992,23.5,125.44,"High Fert / Low Spend",99.62362999999999
"ES43","ES",2018,1.21358,43.7,237.2,"High Investment, Low Fertility",13.192709999999995
"ITF4","IT",2019,1.2,37,274.29,"High Investment, Low Fertility",50.29629000000003
"BG42","BG",2018,1.83131,39.2,194.94,"High Fert / Low Spend",29.685019999999994
"RO41","RO",2019,1.64,42.2,124.74,"High Fert / Low Spend",99.69371
"BG42","BG",2018,1.83131,39.2,194.94,"High Fert / Low Spend",29.685019999999994
"ITI3","IT",2019,1.19,18.5,274.29,"High Investment, Low Fertility",50.306290000000025
"ITI3","IT",2019,1.19,18.5,274.29,"High Investment, Low Fertility",50.306290000000025
"RO12","RO",2019,1.85,28.2,124.74,"High Fert / Low Spend",99.90371
"ES23","ES",2018,1.23376,19.1,237.2,"High Investment, Low Fertility",13.172529999999995
"IE05","IE",2017,1.84,24,253.75,"Balanced Investment",29.743710000000007
"CZ08","CZ",2018,1.68,16,253.9,"Balanced Investment",29.733710000000013
"NO04","NO",2017,1.77,14.6,174.21,"High Fert / Low Spend",50.353709999999985
"CZ06","CZ",2019,1.77,11.9,243.76,"Balanced Investment",19.683709999999998
"ITF1","IT",2019,1.17,24.4,274.29,"High Investment, Low Fertility",50.32629000000003
"ITF1","IT",2019,1.17,24.4,274.29,"High Investment, Low Fertility",50.32629000000003
"RO42","RO",2019,1.58,24,123.97,"High Fert / Low Spend",100.40370999999999
"CZ02","CZ",2019,1.76,9.6,243.76,"Balanced Investment",19.673709999999996
"ITF2","IT",2019,1.15,33.7,274.29,"High Investment, Low Fertility",50.346290000000025
"BG31","BG",2018,1.88775,42,194.94,"High Fert / Low Spend",29.741459999999996
"RO11","RO",2019,1.69,23.4,123.97,"High Fert / Low Spend",100.51370999999999
"BG31","BG",2018,1.88775,42,194.94,"High Fert / Low Spend",29.741459999999996
"ITF2","IT",2019,1.15,33.7,274.29,"High Investment, Low Fertility",50.346290000000025
"ITF5","IT",2019,1.15,33,274.29,"High Investment, Low Fertility",50.346290000000025
"RO22","RO",2019,1.84,49.5,123.97,"High Fert / Low Spend",100.66371
"RO12","RO",2019,1.85,28.2,224.32,"Balanced Investment",0.32371000000000016
"IE06","IE",2019,1.64,17.4,254,"Balanced Investment",29.793710000000008
"HU21","HU",2018,1.52,15.2,244.07,"High Investment, Low Fertility",19.75629
"FI1D","FI",2018,1.53,20.3,173.5,"High Fert / Low Spend",50.82370999999999
"ES70","ES",2018,1.00946,39.2,237.2,"High Investment, Low Fertility",13.396829999999996
"EL62","EL",2019,1.55,22.3,254.33,"Balanced Investment",30.03371000000002
"IE05","IE",2019,1.76,21,254,"Balanced Investment",29.913710000000005
"ES22","ES",2019,1.38361,12.4,324.95,"High Investment, Low Fertility",100.77268
"EL53","EL",2019,1.26,33.6,231.32,"High Investment, Low Fertility",7.26629
"ITG2","IT",2019,1,27.4,274.29,"High Investment, Low Fertility",50.49629000000003
"SK02","SK",2017,1.34,12.9,244.07,"High Investment, Low Fertility",19.93629
"RO32","RO",2017,1.52,31.8,123.5,"Low Priority Region",100.82629
"HU32","HU",2019,1.73,26,204.71,"High Fert / Low Spend",19.813709999999986
"HR03","HR",2017,1.39,21.6,173.8,"Low Priority Region",50.656289999999984
"HR04","HR",2017,1.43,24.8,173.8,"Low Priority Region",50.616289999999985
"ES23","ES",2019,1.30172,15.8,324.95,"High Investment, Low Fertility",100.85457
"EL51","EL",2019,1.3,34,231.32,"High Investment, Low Fertility",7.22629
"CZ06","CZ",2018,1.76,11.3,253.9,"Balanced Investment",29.81371000000001
"IE06","IE",2019,1.64,17.4,254,"Balanced Investment",29.793710000000008
"IE04","IE",2019,1.87,26.4,173.49,"High Fert / Low Spend",51.173709999999986
"HR03","HR",2019,1.42,19.4,204.7,"Low Priority Region",19.726290000000006
"FI1C","FI",2018,1.36,17.1,173.5,"Low Priority Region",50.98628999999999
