Country Or Territory,NUTS Code,NUTS Name,Degree Of Urbanisation,Year,Air Pollutant,Data Aggregation Id,Scenario,Category,Outcome,Health Indicator,Sex,Description Of Age Group,Affected  Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Value,Value - lower CI,Value - upper CI,Value for 100k Of Affected Population,Value for 100k Of Affected Population - lower CI,Value for 100k Of Affected Population - upper CI
"Slovakia","SK01","Bratislavský kraj","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","406963","699.5","10.5","16.2","68","34","134","16","8","32"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1488547","1057.2","17.6","32.8","1231","626","2381","82","42","159"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","773181","8811.5","9.1","14.5","1073","542","2107","138","70","272"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","570162","1546.8","3697.8","1753.2","110","87","133","19","15","23"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","400003","1546.8","6.6","14.1","498","251","979","124","62","244"
"Poland","PL91","Warszawski stołeczny","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1903291","5110.2","17.9","22.6","3617","2783","4017","190","146","211"
"Poland","PL91","Warszawski stołeczny","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1915840","5110.2","11.5","21.7","8095","4097","15809","422","213","825"
"Portugal","PT17","Área Metropolitana de Lisboa","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2720559","2085.8","4660.0","3588.9","1258","995","1520","46","36","55"
"Romania","RO21","Nord-Est","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2163165","14542.6","9.7","16.4","542","274","1063","25","12","49"
"Romania","RO21","Nord-Est","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2164210","14542.6","12.3","14.5","32608","24927","36341","1506","1151","1679"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1486038","1057.2","17.7","32.6","13661","6946","26431","919","467","1778"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1487828","1057.2","17.6","33.3","1276","649","2465","85","43","165"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2204012","1057.2","4293.4","3900.6","130","103","158","5","4","7"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1488547","1057.2","17.5","18.2","30929","23705","34426","2077","1592","2312"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1358039","5210.9","5204.1","4476.1","818","648","989","60","47","72"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","910708","5210.9","8.2","13.4","93","47","183","10","5","20"
"Romania","RO21","Nord-Est","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","3184904","14542.6","3787.1","2804.7","1610","1274","1947","50","40","61"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1617848","4455.5","6208.3","5373.6","95","75","115","5","4","7"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1617848","4455.5","6208.3","5373.6","1204","953","1455","74","58","89"
"Romania","RO31","Sud - Muntenia","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2060727","10039.2","14.3","15.6","3012","2304","3355","146","111","162"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1486038","1057.2","18.2","18.6","31191","23913","34711","2098","1609","2335"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","896399","5210.9","9.0","14.9","129","65","254","14","7","28"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","896399","5210.9","15.9","20.1","1373","1055","1526","153","117","170"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","903663","5210.9","9.1","15.1","1599","806","3143","176","89","347"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2669840","10145.5","4026.1","3584.2","98","77","119","3","2","4"
"Romania","RO21","Nord-Est","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","3222557","14542.6","3923.6","2431.3","117","93","142","3","2","4"
"Romania","RO21","Nord-Est","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2164210","14542.6","9.1","16.5","6295","3180","12333","290","146","569"
"Romania","RO22","Sud-Est","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1660258","7130.0","9.9","17.0","446","225","874","26","13","52"
"Romania","RO22","Sud-Est","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1660258","7130.0","9.9","17.0","4970","2510","9743","299","151","586"
"Romania","RO31","Sud - Muntenia","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2057257","10039.2","11.3","17.6","594","300","1163","28","14","56"
"Romania","RO31","Sud - Muntenia","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2060727","10039.2","10.7","17.2","6452","3258","12651","313","158","613"
"Romania","RO41","Sud-Vest Oltenia","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1361102","9688.0","15.6","18.1","27394","21001","30488","2012","1542","2239"
"Romania","RO41","Sud-Vest Oltenia","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1362743","9688.0","16.8","19.7","30863","23702","34319","2264","1739","2518"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","783984","8811.5","7.7","12.8","800","403","1574","102","51","200"
"Romania","RO31","Sud - Muntenia","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2059731","10039.2","11.6","17.2","6282","3172","12321","304","154","598"
"Romania","RO31","Sud - Muntenia","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","3051208","10039.2","4844.4","3918.6","2131","1687","2575","69","55","84"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1066366","4455.5","8.8","13.6","1374","693","2705","128","65","253"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1620019","4455.5","5073.5","4540.2","79","62","95","4","3","5"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1083391","4455.5","13.9","16.2","1215","930","1354","112","85","124"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","667431","4440.4","11.9","15.8","690","528","768","103","79","115"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1615538","4455.5","4759.3","4483.2","79","62","95","4","3","5"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1075008","4455.5","16.8","19.1","1541","1182","1714","143","110","159"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1083391","4455.5","8.5","13.5","111","56","220","10","5","20"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1860831","10145.5","6.9","9.2","7565","5761","8448","406","309","454"
"Spain","ES22","Comunidad Foral de Navarra","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","450988","1317.9","7.6","9.7","2120","1613","2368","470","357","525"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1487828","1057.2","18.8","20.1","3111","2388","3460","209","160","232"
"Romania","RO22","Sud-Est","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1662252","7130.0","15.1","16.2","29074","22245","32388","1749","1338","1948"
"Romania","RO41","Sud-Vest Oltenia","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2030127","9688.0","6026.7","4880.7","1747","1383","2111","86","68","104"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1867818","10145.5","6.8","9.1","714","544","798","38","29","42"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1880358","10145.5","5.6","11.8","143","72","282","7","3","15"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1880358","10145.5","5.7","8.4","589","448","658","31","23","35"
"Slovakia","SK02","Západné Slovensko","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1224335","5502.8","10.1","14.5","155","78","305","12","6","24"
"Slovakia","SK02","Západné Slovensko","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1860002","5502.8","5742.5","4989.4","99","79","120","5","4","6"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1197308","6789.2","8.3","14.5","2432","1227","4776","203","102","398"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1197308","6789.2","14.4","17.6","23309","17865","25945","1946","1492","2166"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1198751","6789.2","9.6","18.5","391","197","766","32","16","63"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1764964","6789.2","4848.2","3696.0","98","77","118","5","4","6"
"Romania","RO41","Sud-Vest Oltenia","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1362743","9688.0","10.2","16.2","322","162","632","23","11","46"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","664405","4440.4","12.4","16.4","7954","6093","8855","1197","917","1332"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","667431","4440.4","8.2","16.4","116","58","228","17","8","34"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","955218","4440.4","7508.8","6202.5","63","50","76","6","5","8"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","673697","4440.4","10.3","13.6","553","423","616","82","62","91"
"Spain","ES43","Extremadura","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","781499","1779.2","5.7","6.2","91","69","102","11","8","13"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1860831","10145.5","4.9","13.1","224","113","438","12","6","23"
"Spain","ES12","Principado de Asturias","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","750465","2345.7","7.3","16.2","119","60","234","15","8","31"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1775784","6789.2","5720.0","3963.8","1254","993","1516","70","55","85"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1764964","6789.2","4848.2","3696.0","1175","930","1421","66","52","80"
"Romania","RO12","Centru","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1548451","8683.2","9.7","20.0","583","295","1140","37","19","73"
"Romania","RO12","Centru","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2278737","8683.2","4530.6","2843.0","97","77","118","4","3","5"
"Romania","RO21","Nord-Est","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","3222557","14542.6","3923.6","2431.3","1383","1094","1672","42","33","51"
"Romania","RO21","Nord-Est","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2164210","14542.6","9.1","16.5","550","278","1078","25","12","49"
"Slovakia","SK01","Bratislavský kraj","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","406963","699.5","10.5","16.2","839","423","1648","206","104","405"
"Slovakia","SK01","Bratislavský kraj","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","403816","699.5","11.4","17.6","1006","508","1974","249","125","488"
"Slovakia","SK01","Bratislavský kraj","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","403816","699.5","16.0","17.0","497","381","554","123","94","137"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1075008","4455.5","9.0","14.4","1662","838","3270","154","77","304"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1359980","5210.9","7508.3","5896.9","1110","879","1342","81","64","98"
"Spain","ES12","Principado de Asturias","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1065553","2345.7","3792.5","2697.4","321","254","389","30","23","36"
"Spain","ES42","Castilla-La Mancha","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1486670","3826.3","7.4","15.7","2356","1189","4629","158","79","311"
"Spain","ES12","Principado de Asturias","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1062574","2345.7","3229.5","1497.4","176","139","213","16","13","20"
"Spain","ES24","Aragón","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1350936","2686.1","6383.8","3902.2","53","42","65","3","3","4"
"Spain","ES12","Principado de Asturias","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1065553","2345.7","3792.5","2697.4","29","23","35","2","2","3"
"Spain","ES12","Principado de Asturias","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1071916","2345.7","3766.7","2880.7","30","24","37","2","2","3"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1620019","4455.5","5073.5","4540.2","1026","812","1240","63","50","76"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","773181","8811.5","9.1","14.5","98","49","192","12","6","24"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1111070","8811.5","7654.7","7017.2","919","727","1110","82","65","99"
"Portugal","PT16","Centro (PT)","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1599852","15383.1","5.7","10.3","90","45","178","5","2","11"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1488547","1057.2","17.6","32.8","14074","7157","27221","945","480","1828"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2190582","1057.2","4052.0","3013.6","99","78","120","4","3","5"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1197308","6789.2","8.3","14.5","218","110","428","18","9","35"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1198751","6789.2","9.6","18.5","4376","2211","8566","365","184","714"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1785824","6789.2","5233.3","4201.3","112","89","136","6","5","7"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1775784","6789.2","5720.0","3963.8","107","84","129","6","4","7"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1199331","6789.2","12.6","14.8","18690","14285","20831","1558","1191","1736"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1111070","8811.5","7654.7","7017.2","83","66","100","7","5","9"
"Spain","ES30","Comunidad de Madrid","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","6543855","1895.3","7659.5","6258.5","408","323","494","6","4","7"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","903663","5210.9","16.0","18.8","1262","968","1404","139","107","155"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","910708","5210.9","8.2","13.4","1148","578","2260","126","63","248"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1066366","4455.5","8.8","13.6","117","59","231","11","5","21"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1615538","4455.5","4759.3","4483.2","975","772","1178","60","47","72"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1111598","8811.5","7671.9","6736.1","79","63","96","7","5","8"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1111598","8811.5","7671.9","6736.1","887","702","1072","79","63","96"
"Slovenia","SI03","Vzhodna Slovenija","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","783984","8811.5","11.2","12.8","590","450","658","75","57","84"
"Spain","ES42","Castilla-La Mancha","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1496650","3826.3","6.8","13.9","156","79","308","10","5","20"
"Spain","ES42","Castilla-La Mancha","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1496650","3826.3","6.9","9.8","7120","5417","7954","475","362","531"
"Spain","ES43","Extremadura","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1117067","1779.2","6297.1","6152.1","70","55","85","6","5","7"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","961703","4440.4","7160.2","5708.3","58","46","70","6","4","7"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","961703","4440.4","7160.2","5708.3","643","509","776","66","52","80"
"Slovakia","SK02","Západné Slovensko","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1243880","5502.8","8.9","12.7","1218","613","2402","97","49","193"
