STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,spscheme,Category of schemes,spdep,Detailed benefit expenditure type,spdepm,Means testing,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),PL,Poland,2017,,91.69,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),PL,Poland,2018,,81.88,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),PL,Poland,2019,,34.47,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),PT,Portugal,2017,,148.32,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),PT,Portugal,2018,,153.28,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),PT,Portugal,2019,,159.73,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),RO,Romania,2017,,7.75,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),RO,Romania,2018,,6.77,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),RO,Romania,2019,,5.85,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),RS,Serbia,2017,,15.71,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),RS,Serbia,2018,,15.86,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),RS,Serbia,2019,,16.11,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SE,Sweden,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SE,Sweden,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SE,Sweden,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SI,Slovenia,2017,,242.15,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SI,Slovenia,2018,,247.92,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SI,Slovenia,2019,,249.92,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SK,Slovakia,2017,,3.3,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SK,Slovakia,2018,,2.84,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),SK,Slovakia,2019,,2.87,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),TR,Türkiye,2017,,45.16,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),TR,Türkiye,2018,,44.47,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),TR,Türkiye,2019,,53.27,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),UK,United Kingdom,2017,,456.71,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),UK,United Kingdom,2018,,430.51,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),AL,Albania,2019,,32.03,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),AT,Austria,2017,,967.59,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),AT,Austria,2018,,995.22,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),AT,Austria,2019,,986.68,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BA,Bosnia and Herzegovina,2017,,27.94,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BA,Bosnia and Herzegovina,2018,,34.64,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BA,Bosnia and Herzegovina,2019,,37.44,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BE,Belgium,2017,,70.56,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BE,Belgium,2018,,75.65,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BE,Belgium,2019,,148.62,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BG,Bulgaria,2017,,156.72,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BG,Bulgaria,2018,,153.02,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),BG,Bulgaria,2019,,139.14,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CH,Switzerland,2017,,636.91,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CH,Switzerland,2018,,654.8,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CH,Switzerland,2019,,726.71,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CY,Cyprus,2017,,166.61,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CY,Cyprus,2018,,161.16,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CY,Cyprus,2019,,160.18,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CZ,Czechia,2017,,97.23,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CZ,Czechia,2018,,93.78,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),CZ,Czechia,2019,,81.06,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),DE,Germany,2017,,41394.63,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),DE,Germany,2018,,42492.84,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),DE,Germany,2019,,44758,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),DK,Denmark,2017,,384.66,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),DK,Denmark,2018,,382.48,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),DK,Denmark,2019,,378.64,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA12,Euro area - 12 countries (2001-2006),2017,,72725.73,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA12,Euro area - 12 countries (2001-2006),2018,,74063.98,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA12,Euro area - 12 countries (2001-2006),2019,,76118.05,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA19,Euro area - 19 countries  (2015-2022),2017,,73404.5,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA19,Euro area - 19 countries  (2015-2022),2018,,74710.7,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA19,Euro area - 19 countries  (2015-2022),2019,,76747.41,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA20,Euro area – 20 countries (from 2023),2017,,73590.78,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA20,Euro area – 20 countries (from 2023),2018,,74888.93,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EA20,Euro area – 20 countries (from 2023),2019,,76934.61,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EE,Estonia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EE,Estonia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EE,Estonia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EL,Greece,2017,,1810.81,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EL,Greece,2018,,2242.13,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EL,Greece,2019,,1657.05,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),ES,Spain,2017,,3194.91,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),ES,Spain,2018,,3314.19,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),ES,Spain,2019,,3512.51,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EU27_2020,European Union - 27 countries (from 2020),2017,,77789.23,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EU27_2020,European Union - 27 countries (from 2020),2018,,78855.5,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),EU27_2020,European Union - 27 countries (from 2020),2019,,79147.14,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),FI,Finland,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),FI,Finland,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),FI,Finland,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),FR,France,2017,,10347.2,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),FR,France,2018,,10295.05,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),FR,France,2019,,9997.3,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),HR,Croatia,2017,,179.34,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),HR,Croatia,2018,,171.97,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),HR,Croatia,2019,,180.03,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),HU,Hungary,2017,,96.35,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),HU,Hungary,2018,,142.49,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),HU,Hungary,2019,,91.95,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IE,Ireland,2017,,1163.48,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IE,Ireland,2018,,1164.79,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IE,Ireland,2019,,1179.01,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IS,Iceland,2017,,49.99,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IS,Iceland,2018,,52.95,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IS,Iceland,2019,,59.11,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IT,Italy,2017,,9718.57,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IT,Italy,2018,,9467.59,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),IT,Italy,2019,,9444.35,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),LT,Lithuania,2017,,38.59,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),LT,Lithuania,2018,,16.43,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),LT,Lithuania,2019,,16.2,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),LU,Luxembourg,2017,,321.66,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,SPR,Social protection benefits,MT,Means-tested,MEUR_KP10,Million euro (at constant 2010 prices),LU,Luxembourg,2018,,350.86,,,,,
